x,y,theta
49.99999888241291,11.919999733567238,0.0
50.12499887961894,11.994999731890857,0.14189705460416394
50.249998876824975,12.069999730214477,0.06656816377582381
50.37499887403101,12.144999728538096,0.0
50.49999887123704,12.219999726861715,-0.058755822715722696
50.62499886844307,12.294999725185335,-0.11065722117389565
50.749998865649104,12.369999723508954,-0.15660187698201533
50.874998862855136,12.444999721832573,-0.19739555984988075
50.99999886006117,12.519999720156193,-0.2650428598974541
51.099998857825994,12.419999722391367,-0.33667481938672733
51.19999885559082,12.319999724626541,-0.4118581080440541
51.299998853355646,12.219999726861715,-0.5600847970328153
51.39999885112047,12.11999972909689,-0.722050201520213
51.4999988488853,12.019999731332064,-0.8904711613350512
51.599998846650124,11.919999733567238,-1.056148896852721
51.69999884441495,11.819999735802412,-1.2107233855198
51.799998842179775,11.719999738037586,-1.348860239994827
51.8999988399446,11.61999974027276,-1.4686717262250284
51.99999883770943,11.519999742507935,-1.5707963267948966
51.909089748832315,11.401817926967686,-1.6805765422707646
51.818180659955196,11.283636111427437,-1.7990826340402601
51.727271571078084,11.165454295887189,-1.9237441508489508
51.63636248220097,11.04727248034694,-2.0509902819235264
51.545453393323854,10.929090664806692,-2.1767856379446835
51.45454430444674,10.810908849266442,-2.2973589085682726
51.36363521556962,10.692727033726193,-2.409820055188203
51.27272612669251,10.574545218185945,-2.512441505364334
51.1818170378154,10.456363402645696,-2.604591662259972
51.09090794893828,10.338181587105447,-2.686463974448676
50.99999886006117,10.219999771565199,-2.738418577982948
50.858826988216606,10.231971160676414,-2.790560749516206
50.71765511637204,10.24394254978763,-2.842607981577378
50.57648324452748,10.255913938898845,-2.894280829884847
50.43531137268292,10.26788532801006,-2.945143793715524
50.294139500838355,10.279856717121275,-2.9952167419757654
50.15296762899379,10.29182810623249,-3.0442737928965444
50.01179575714923,10.303799495343707,-3.092117524554987
49.87062388530467,10.315770884454922,-3.138582203627337
49.729452013460104,10.327742273566137,3.0996501385802593
49.58828014161554,10.339713662677353,3.056308760372923
49.44710826977098,10.351685051788568,3.056210030748213
49.305936397926416,10.363656440899783,3.056111123956737
49.16476452608185,10.375627830010998,3.0560120395231287
49.02359265423729,10.387599219122214,3.055912776970325
48.885084134605925,10.399635632371075,3.051824034099121
48.74657561497456,10.411672045619934,3.047733595629203
48.608067095343195,10.423708458868795,3.043641597466079
48.46955857571183,10.435744872117654,3.0395481758278358
48.331050056080464,10.447781285366515,3.0354534672181526
48.19254153644909,10.459817698615375,3.0313576083991665
48.054033016817726,10.471854111864236,3.0272607363642194
47.91552449718636,10.483890525113095,3.0231629883104767
47.777015977554996,10.495926938361956,3.0190645016114535
47.63850745792363,10.507963351610815,3.0149654137894495
47.499998938292265,10.519999764859676,3.011005666568017
47.36051512444568,10.543913801819441,3.0070526742426953
47.22103131059911,10.567827838779204,3.0031065427642973
47.08154749675253,10.591741875738968,2.9991673768615272
46.942063682905946,10.615655912698733,2.9864844200084266
46.802579869059365,10.639569949658496,2.973782617863145
46.66309605521279,10.66348398661826,2.9610660347258584
46.52361224136621,10.687398023578023,2.9483387634711953
46.38412842751963,10.711312060537788,2.935604917698137
46.24464461367305,10.735226097497552,2.9228686237796677
46.10516079982647,10.759140134457315,2.9101340128504694
45.96567698597989,10.78305417141708,2.901242108116875
45.82619317213331,10.806968208376844,2.8923334521840185
45.686709358286734,10.830882245336607,2.883409415506626
45.54722554444015,10.854796282296372,2.8744713830718114
45.41666515072379,10.903486795083753,2.865520753156296
45.28610475700743,10.952177307871134,2.8565589360524224
45.155544363291064,11.000867820658515,2.8470346262256303
45.0249839695747,11.049558333445896,2.8375667345501325
44.89442357585834,11.098248846233277,2.8281564433526305
44.763863182141975,11.146939359020658,2.8188048798227374
44.63330278842561,11.195629871808041,2.809513116048871
44.502742394709244,11.244320384595422,2.800282169159074
44.372182000992886,11.293010897382803,2.791113001562481
44.24162160727652,11.341701410170185,2.7820065212868728
44.111061213560156,11.390391922957566,2.7816880650682387
43.9805008198438,11.439082435744947,2.781371746955026
43.84994042612743,11.487772948532328,2.7810575455491806
43.71020410112578,11.540939639413258,2.7807454397364033
43.57046777612413,11.594106330294188,2.7804354086814724
43.43073145112248,11.647273021175119,2.780127431823661
43.29099512612083,11.700439712056049,2.779821488872245
43.151258801119184,11.753606402936978,2.779517559802099
43.011522476117534,11.806773093817908,2.779215624849379
42.871786151115884,11.859939784698838,2.77891566450728
42.732049826114235,11.913106475579768,2.7801651879003764
42.592313501112585,11.966273166460699,2.781406346572738
42.452577176110935,12.019439857341629,2.78263922045261
42.312840851109286,12.07260654822256,2.7841758577726234
42.173104526107636,12.12577323910349,2.785712171715871
42.033368201105986,12.17893992998442,2.7872481551345443
41.89363187610434,12.232106620865348,2.788783800890145
41.75389555110269,12.285273311746279,2.7903191018536826
41.61415922610104,12.338440002627209,2.791854050905873
41.47442290109939,12.39160669350814,2.793388640937325
41.33468657609774,12.44477338438907,2.794922864848738
41.19295220426575,12.493534700171598,2.796456715551093
41.05121783243376,12.542296015954125,2.7979901859658423
40.90948346060177,12.591057331736653,2.7995232690251033
40.767749088769776,12.639818647519181,2.801055957671846
40.62601471693779,12.68857996330171,2.802588244860083
40.4842803451058,12.737341279084236,2.8041201235550592
40.34254597327381,12.786102594866763,2.805651586733438
40.20081160144182,12.834863910649291,2.8071826273834883
40.05907722960983,12.88362522643182,2.808713238505271
39.91734285777784,12.932386542214347,2.773024385297496
39.77560848594585,12.981147857996875,2.734506019776016
39.63387411411386,13.029909173779403,2.6947392302114124
39.49213974228187,13.078670489561931,2.653794018600961
39.35040537044988,13.12743180534446,2.6117603308841653
39.20867099861789,13.176193121126985,2.5687482631206335
39.0669366267859,13.224954436909513,2.524887490227934
38.92520225495391,13.273715752692041,2.480325830391898
38.78346788312192,13.32247706847457,2.43522691805564
38.64173351128993,13.371238384257097,2.3897670320684306
38.49999913945794,13.419999700039625,2.3441312046648077
38.44999914057553,13.558888585824105,2.2985088104147233
38.399999141693115,13.697777471608585,2.2530888905883333
38.3499991428107,13.836666357393065,2.2080554979833202
38.29999914392829,13.975555243177546,2.16358334495077
38.24999914504588,14.114444128962027,2.119834003539805
38.199999146163464,14.253333014746508,2.0769528472982604
38.14999914728105,14.392221900530988,2.0350668492862405
38.09999914839864,14.531110786315468,2.0021883689770035
38.049999149516225,14.669999672099948,1.9701487707528114
37.99999915063381,14.808888557884428,1.9389795624559065
37.9499991517514,14.947777443668908,1.9465846163066698
37.899999152868986,15.086666329453388,1.9542197765628126
37.84999915398657,15.225555215237868,1.96188432695455
37.79999915510416,15.36444410102235,1.9695775318776765
37.74999915622175,15.50333298680683,1.9772986366527887
37.699999157339334,15.64222187259131,1.9850468678134363
37.64999915845692,15.78111075837579,1.9928214334232734
37.59999915957451,15.91999964416027,2.0006215234222626
37.53043666112935,16.04464161668295,2.008446310001861
37.46087416268419,16.169283589205623,2.016294948009055
37.39131166423904,16.2939255617283,2.024166575379044
37.32174916579388,16.41856753425098,2.032060313596251
37.252186667348724,16.543209506773653,2.0399752681833188
37.182624168903565,16.66785147929633,2.0479105292175905
37.11306167045841,16.79249345181901,2.0558651718745633
37.043499172013256,16.917135424341684,2.0638382569976677
36.9739366735681,17.04177739686436,2.071828831693643
36.90437417512294,17.166419369387036,2.0785602711516145
36.83481167667778,17.291061341909714,2.0772862411544817
36.76524917823262,17.415703314432392,2.0760138409717546
36.69568667978747,17.540345286955066,2.074743071590129
36.62612418134231,17.664987259477744,2.073473933972706
36.556561682897154,17.789629232000422,2.0722064290590865
36.486999184451996,17.914271204523097,2.070940557765477
36.41743668600684,18.038913177045774,2.0696763209847755
36.347874187561686,18.163555149568452,2.0684137195866836
36.27831168911653,18.288197122091127,2.067152754417787
36.20874919067137,18.412839094613805,2.0658934263016717
36.14159641439457,18.541014674739255,2.0646357360390213
36.07444363811778,18.669190254864706,2.0633796844077033
36.00729086184098,18.797365834990156,2.0621252721628878
35.940138085564186,18.925541415115607,2.0608725000371253
35.87298530928739,19.053716995241057,2.0596213687404723
35.805832533010594,19.181892575366508,2.058371878960568
35.738679756733795,19.310068155491958,2.057124031362757
35.671526980457,19.43824373561741,2.0831283516633343
35.6043742041802,19.566419315742856,2.109431804090248
35.537221427903404,19.694594895868306,2.1360025979539636
35.47006865162661,19.822770475993757,2.1641437456639414
35.40291587534981,19.950946056119207,2.1925205155396985
35.33576309907302,20.079121636244658,2.221089674401417
35.26861032279622,20.207297216370108,2.249806148565679
35.20145754651943,20.33547279649556,2.2786234295781984
35.13430477024263,20.46364837662101,2.3074940143653877
35.06715199396584,20.59182395674646,2.33636986969915
34.99999921768904,20.71999953687191,2.3652029097717295
34.87016105094829,20.790953875869928,2.393945475076434
34.74032288420754,20.861908214867945,2.422550800729997
34.6104847174668,20.93286255386596,2.4509734628571103
34.48064655072604,21.003816892863977,2.4789938204762847
34.350808383985296,21.074771231861995,2.5067643615977646
34.22097021724455,21.145725570860012,2.534246210226576
34.0911320505038,21.21667990985803,2.561403033869111
33.961293883763055,21.287634248856044,2.5882012669066885
33.83145571702231,21.35858858785406,2.6146102793290362
33.70161755028156,21.42954292685208,2.6406024910157924
33.57177938354081,21.500497265850097,2.6404805918505363
33.44194121680006,21.57145160484811,2.6403586185404615
33.312103050059314,21.64240594384613,2.640236571021529
33.18226488331857,21.713360282844146,2.640114449229637
33.05343480807314,21.78419338597055,2.6399922531006115
32.92460473282772,21.855026489096957,2.6398699825702097
32.7957746575823,21.92585959222336,2.639747637574118
32.666944582336875,21.996692695349765,2.639625218047953
32.53811450709145,22.06752579847617,2.6395027239272677
32.409284431846025,22.138358901602572,2.639380155147538
32.2804543566006,22.20919200472898,2.639257511644172
32.15162428135518,22.280025107855383,2.639134793352512
32.02279420610976,22.350858210981787,2.6390120002078277
31.893964130864333,22.421691314108195,2.641341888652385
31.76513405561891,22.4925244172346,2.643815333210683
31.636303980373487,22.563357520361002,2.6463096980212577
31.507473905128062,22.634190623487406,2.6488252181882777
31.37864382988264,22.70502372661381,2.651362131749767
31.249813754637216,22.775856829740217,2.6998873087588184
31.12098367939179,22.84668993286662,2.751893948246165
30.99215360414637,22.917523035993025,2.8074581914634797
30.863323528900946,22.988356139119432,2.8665792465190685
